Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:08:55;0003;0000;0000;0000;0000;0000;0000;0000;043
00:08:58;0003;0000;0000;0000;0000;0000;0000;0000;043
00:09:01;0003;0000;0000;0000;0000;0000;0000;0000;044
00:09:04;0003;0000;0000;0000;0000;0000;0000;0000;030
00:09:07;0003;0000;0000;0000;0000;0000;0000;0000;030
00:09:10;0003;0000;0000;0000;0000;0000;0000;0000;031
00:09:13;0003;0000;0000;0000;0000;0000;0000;0000;028
00:09:16;0003;0000;0000;0000;0000;0000;0000;0000;030
00:09:19;0003;0000;0000;0000;0000;0000;0000;0000;030
00:09:22;0003;0000;0000;0000;0000;0000;0000;0000;030
00:09:25;0003;0000;0000;0000;0000;0000;0000;0000;031
00:09:28;0003;0000;0000;0000;0000;0000;0000;0000;030
00:09:31;0003;0000;0000;0000;0000;0000;0000;0000;030
00:09:34;0003;0000;0000;0000;0000;0000;0000;0000;030
00:09:37;0003;0000;0000;0000;0000;0000;0000;0000;030
00:09:40;0003;0000;0000;0000;0000;0000;0000;0000;030
