Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:12:18;0003;0000;0000;0000;0000;0000;0000;0000;045
00:12:21;0003;0000;0000;0000;0000;0000;0000;0000;031
00:12:24;0003;0000;0000;0000;0000;0000;0000;0000;032
00:12:27;0003;0000;0000;0000;0000;0000;0000;0000;031
00:12:30;0003;0000;0000;0000;0000;0000;0000;0000;031
00:12:33;0003;0000;0000;0000;0000;0000;0000;0000;032
00:12:36;0003;0000;0000;0000;0000;0000;0000;0000;031
00:12:39;0003;0000;0000;0000;0000;0000;0000;0000;032
00:12:42;0003;0000;0000;0000;0000;0000;0000;0000;032
00:12:45;0003;0000;0000;0000;0000;0000;0000;0000;032
00:12:48;0003;0000;0000;0000;0000;0000;0000;0000;032
00:12:51;0003;0000;0000;0000;0000;0000;0000;0000;031
00:12:54;0003;0000;0000;0000;0000;0000;0000;0000;032
00:12:57;0003;0000;0000;0000;0000;0000;0000;0000;032
00:13:00;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:03;0003;0000;0000;0000;0000;0000;0000;0000;030
00:13:06;0003;0000;0000;0000;0000;0000;0000;0000;032
00:13:09;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:12;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:15;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:18;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:21;0003;0000;0000;0000;0000;0000;0000;0000;030
00:13:24;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:27;0003;0000;0000;0000;0000;0000;0000;0000;032
00:13:30;0003;0000;0000;0000;0000;0000;0000;0000;032
00:13:33;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:36;0003;0000;0000;0000;0000;0000;0000;0000;032
00:13:39;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:42;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:45;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:48;0003;0000;0000;0000;0000;0000;0000;0000;032
00:13:51;0003;0000;0000;0000;0000;0000;0000;0000;031
00:13:54;0003;0000;0000;0000;0000;0000;0000;0000;030
00:13:57;0003;0000;0000;0000;0000;0000;0000;0000;030
00:14:00;0003;0000;0000;0000;0000;0000;0000;0000;032
00:14:03;0003;0000;0000;0000;0000;0000;0000;0000;031
00:14:06;0003;0000;0000;0000;0000;0000;0000;0000;032
00:14:09;0003;0000;0000;0000;0000;0000;0000;0000;031
00:14:12;0003;0000;0000;0000;0000;0000;0000;0000;032
00:14:15;0003;0000;0000;0000;0000;0000;0000;0000;030
00:14:18;0003;0000;0000;0000;0000;0000;0000;0000;031
00:14:21;0003;0000;0000;0000;0000;0000;0000;0000;031
00:14:24;0003;0000;0000;0000;0000;0000;0000;0000;031
00:14:27;0003;0000;0000;0000;0000;0000;0000;0000;032
00:14:30;0003;0000;0000;0000;0000;0000;0000;0000;032
00:14:33;0003;0000;0000;0000;0000;0000;0000;0000;031
00:14:36;0003;0000;0000;0000;0000;0000;0000;0000;032
00:14:39;0003;0000;0000;0000;0000;0000;0000;0000;032
00:14:42;0003;0000;0000;0000;0000;0000;0000;0000;031
00:14:47;0003;0000;0000;0000;0000;0000;0000;0000;007
00:14:50;0003;0000;0000;0000;0000;0000;0000;0000;034
00:14:53;0003;0000;0000;0000;0000;0000;0000;0000;031
