Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:04:35;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:38;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:41;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:44;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:47;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:50;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:53;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:56;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:59;0003;0000;0000;0000;0000;0000;0000;0000;045
00:05:02;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:06;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:09;0003;0000;0000;0000;0000;0000;0000;0000;045
00:05:12;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:15;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:18;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:21;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:24;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:27;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:30;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:33;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:36;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:39;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:42;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:45;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:48;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:51;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:54;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:57;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:00;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:03;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:06;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:09;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:12;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:15;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:18;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:21;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:24;0003;0000;0000;0000;0000;0000;0000;0000;046
00:06:27;0003;0000;0000;0000;0000;0000;0000;0000;042
00:06:30;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:33;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:36;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:39;0003;0000;0000;0000;0000;0000;0000;0000;045
00:06:42;0003;0000;0000;0000;0000;0000;0000;0000;045
00:06:45;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:48;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:51;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:54;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:57;0003;0000;0000;0000;0000;0000;0000;0000;044
00:07:00;0003;0000;0000;0000;0000;0000;0000;0000;044
00:07:03;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:06;0003;0000;0000;0000;0000;0000;0000;0000;043
