Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:36:19;0003;0000;0000;0000;0000;0000;0000;0000;026
00:36:22;0003;0000;0000;0000;0000;0000;0000;0000;028
00:36:25;0003;0000;0000;0000;0000;0000;0000;0000;028
00:36:28;0003;0000;0000;0000;0000;0000;0000;0000;026
00:36:31;0003;0000;0000;0000;0000;0000;0000;0000;028
00:36:34;0003;0000;0000;0000;0000;0000;0000;0000;027
00:36:37;0003;0000;0000;0000;0000;0000;0000;0000;027
00:36:40;0003;0000;0000;0000;0000;0000;0000;0000;027
00:36:43;0003;0000;0000;0000;0000;0000;0000;0000;028
00:36:46;0003;0000;0000;0000;0000;0000;0000;0000;028
00:36:49;0003;0000;0000;0000;0000;0000;0000;0000;028
00:36:52;0003;0000;0000;0000;0000;0000;0000;0000;027
00:36:55;0003;0000;0000;0000;0000;0000;0000;0000;028
00:36:58;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:01;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:04;0003;0000;0000;0000;0000;0000;0000;0000;021
00:37:07;0003;0000;0000;0000;0000;0000;0000;0000;028
00:37:10;0003;0000;0000;0000;0000;0000;0000;0000;026
00:37:13;0003;0000;0000;0000;0000;0000;0000;0000;028
00:37:16;0003;0000;0000;0000;0000;0000;0000;0000;028
00:37:19;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:22;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:25;0003;0000;0000;0000;0000;0000;0000;0000;028
00:37:28;0003;0000;0000;0000;0000;0000;0000;0000;028
00:37:31;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:34;0003;0000;0000;0000;0000;0000;0000;0000;028
00:37:37;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:40;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:43;0003;0000;0000;0000;0000;0000;0000;0000;028
00:37:46;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:49;0003;0000;0000;0000;0000;0000;0000;0000;029
00:37:52;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:55;0003;0000;0000;0000;0000;0000;0000;0000;027
00:37:58;0003;0000;0000;0000;0000;0000;0000;0000;026
00:38:01;0003;0000;0000;0000;0000;0000;0000;0000;028
00:38:04;0003;0000;0000;0000;0000;0000;0000;0000;029
00:38:07;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:10;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:13;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:16;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:19;0003;0000;0000;0000;0000;0000;0000;0000;026
00:38:22;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:25;0003;0000;0000;0000;0000;0000;0000;0000;028
00:38:28;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:31;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:34;0003;0000;0000;0000;0000;0000;0000;0000;029
00:38:37;0003;0000;0000;0000;0000;0000;0000;0000;029
00:38:40;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:43;0003;0000;0000;0000;0000;0000;0000;0000;026
00:38:46;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:49;0003;0000;0000;0000;0000;0000;0000;0000;028
00:38:52;0003;0000;0000;0000;0000;0000;0000;0000;028
00:38:55;0003;0000;0000;0000;0000;0000;0000;0000;027
00:38:58;0003;0000;0000;0000;0000;0000;0000;0000;028
00:39:01;0003;0000;0000;0000;0000;0000;0000;0000;029
00:39:07;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:11;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:14;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:17;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:20;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:23;0003;0000;0000;0000;0000;0000;0000;0000;028
00:39:26;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:29;0003;0000;0000;0000;0000;0000;0000;0000;028
00:39:32;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:35;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:38;0003;0000;0000;0000;0000;0000;0000;0000;028
00:39:41;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:44;0003;0000;0000;0000;0000;0000;0000;0000;028
00:39:47;0003;0000;0000;0000;0000;0000;0000;0000;027
00:39:50;0003;0000;0000;0000;0000;0000;0000;0000;028
00:39:53;0003;0000;0000;0000;0000;0000;0000;0000;028
00:39:56;0003;0000;0000;0000;0000;0000;0000;0000;026
00:39:59;0003;0000;0000;0000;0000;0000;0000;0000;028
00:40:02;0003;0000;0000;0000;0000;0000;0000;0000;027
00:40:05;0003;0000;0000;0000;0000;0000;0000;0000;027
