Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:28:07;0003;0000;0000;0000;0000;0000;0000;0000;030
00:28:10;0003;0000;0000;0000;0000;0000;0000;0000;029
00:28:13;0003;0000;0000;0000;0000;0000;0000;0000;030
00:28:16;0003;0000;0000;0000;0000;0000;0000;0000;030
00:28:19;0003;0000;0000;0000;0000;0000;0000;0000;030
00:28:22;0003;0000;0000;0000;0000;0000;0000;0000;029
00:28:25;0003;0000;0000;0000;0000;0000;0000;0000;030
00:28:28;0003;0000;0000;0000;0000;0000;0000;0000;029
00:28:31;0003;0000;0000;0000;0000;0000;0000;0000;029
00:28:34;0003;0000;0000;0000;0000;0000;0000;0000;029
00:28:37;0003;0000;0000;0000;0000;0000;0000;0000;030
00:28:40;0003;0000;0000;0000;0000;0000;0000;0000;030
00:28:43;0003;0000;0000;0000;0000;0000;0000;0000;030
00:28:46;0003;0000;0000;0000;0000;0000;0000;0000;030
00:28:49;0003;0000;0000;0000;0000;0000;0000;0000;032
00:28:52;0003;0000;0000;0000;0000;0000;0000;0000;029
00:28:55;0003;0000;0000;0000;0000;0000;0000;0000;028
00:28:58;0003;0000;0000;0000;0000;0000;0000;0000;029
00:29:01;0003;0000;0000;0000;0000;0000;0000;0000;029
