Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:17:10;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:13;0003;0000;0000;0000;0000;0000;0000;0000;030
00:17:16;0003;0000;0000;0000;0000;0000;0000;0000;030
00:17:19;0003;0000;0000;0000;0000;0000;0000;0000;030
00:17:22;0003;0000;0000;0000;0000;0000;0000;0003;029
00:17:25;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:28;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:31;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:34;0003;0000;0000;0000;0000;0000;0000;0000;030
00:17:37;0003;0003;0000;0000;0000;0000;0000;0000;030
00:17:40;0003;0000;0000;0000;0000;0000;0000;0000;028
00:17:43;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:46;0003;0000;0000;0000;0000;0000;0000;0003;029
00:17:49;0003;0000;0000;0000;0000;0000;0000;0003;029
00:17:52;0003;0000;0000;0000;0000;0000;0000;0003;030
00:17:55;0003;0000;0000;0000;0000;0000;0000;0000;030
00:17:58;0003;0000;0000;0000;0000;0000;0000;0000;029
00:18:01;0003;0000;0000;0000;0000;0000;0000;0000;032
00:18:04;0003;0000;0000;0000;0000;0000;0000;0000;029
00:18:07;0003;0000;0000;0000;0000;0000;0000;0003;029
00:18:10;0003;0000;0000;0000;0000;0000;0000;0003;028
00:18:13;0003;0000;0000;0000;0000;0000;0000;0000;029
00:18:16;0003;0000;0000;0000;0000;0000;0000;0000;030
00:18:19;0003;0003;0000;0000;0000;0000;0000;0000;031
00:18:22;0003;0000;0000;0000;0000;0000;0000;0000;030
00:18:25;0003;0000;0000;0000;0000;0000;0000;0000;029
00:18:28;0003;0000;0000;0000;0000;0000;0000;0003;029
00:18:31;0003;0000;0000;0000;0000;0000;0000;0000;028
00:18:34;0003;0000;0000;0000;0000;0000;0000;0000;029
00:18:37;0003;0000;0000;0000;0000;0000;0000;0000;030
00:18:40;0003;0000;0000;0000;0000;0000;0000;0003;029
00:18:43;0003;0000;0000;0000;0000;0000;0000;0003;029
00:18:46;0003;0000;0000;0000;0000;0000;0000;0000;030
00:18:49;0003;0000;0000;0000;0000;0000;0000;0000;029
00:18:52;0003;0000;0000;0000;0000;0000;0000;0003;029
00:18:55;0003;0000;0000;0000;0000;0000;0000;0003;028
00:18:58;0003;0000;0000;0000;0000;0000;0000;0000;030
00:19:01;0003;0000;0000;0000;0000;0000;0000;0000;030
00:19:04;0003;0000;0000;0000;0000;0000;0000;0003;030
00:19:07;0003;0000;0000;0000;0000;0000;0000;0000;029
00:19:10;0003;0000;0000;0000;0000;0000;0000;0003;029
00:19:13;0003;0003;0000;0000;0000;0000;0000;0003;030
00:19:16;0003;0000;0000;0000;0000;0000;0000;0000;030
00:19:19;0003;0000;0000;0000;0000;0000;0000;0000;030
00:19:22;0003;0000;0000;0000;0000;0000;0000;0000;029
00:19:25;0003;0000;0000;0000;0000;0000;0000;0000;028
00:19:28;0003;0003;0000;0000;0000;0000;0000;0000;029
00:19:31;0003;0000;0000;0000;0000;0000;0000;0000;029
00:19:34;0003;0000;0000;0000;0000;0000;0000;0000;029
00:19:37;0003;0000;0000;0000;0000;0000;0000;0003;030
00:19:40;0003;0000;0000;0000;0000;0000;0000;0000;030
00:19:43;0003;0000;0000;0000;0000;0000;0000;0000;029
00:19:46;0003;0000;0000;0000;0000;0000;0000;0000;030
00:19:49;0003;0000;0000;0000;0000;0000;0000;0000;029
00:19:52;0003;0000;0000;0000;0000;0000;0000;0000;028
00:19:55;0003;0000;0000;0000;0000;0000;0000;0003;029
00:19:58;0003;0000;0000;0000;0000;0000;0000;0000;029
00:20:01;0003;0000;0000;0000;0000;0000;0000;0000;030
00:20:04;0003;0000;0000;0000;0000;0000;0000;0000;030
00:20:07;0003;0000;0000;0000;0000;0000;0000;0000;030
00:20:10;0003;0000;0000;0000;0000;0000;0000;0000;029
00:20:13;0003;0000;0000;0000;0000;0000;0000;0000;030
00:20:16;0003;0000;0000;0000;0000;0000;0000;0003;030
00:20:19;0003;0000;0000;0000;0000;0000;0000;0003;030
00:20:22;0003;0000;0000;0000;0000;0000;0000;0003;031
00:20:25;0003;0000;0000;0000;0000;0000;0000;0003;029
00:20:28;0003;0000;0000;0000;0000;0000;0000;0003;029
00:20:31;0003;0000;0000;0000;0000;0000;0000;0000;029
00:20:34;0003;0000;0000;0000;0000;0000;0000;0003;030
00:20:37;0003;0000;0000;0000;0000;0000;0000;0003;029
00:20:40;0003;0000;0000;0000;0000;0000;0000;0003;030
00:20:43;0003;0000;0000;0000;0000;0000;0000;0000;030
00:20:46;0003;0000;0000;0000;0000;0000;0000;0000;028
00:20:49;0003;0000;0000;0000;0000;0000;0000;0000;030
00:20:52;0003;0000;0000;0000;0000;0000;0000;0003;029
00:20:55;0003;0000;0000;0000;0000;0000;0000;0000;029
00:20:58;0003;0000;0000;0000;0000;0000;0000;0000;029
00:21:01;0003;0000;0000;0000;0000;0000;0000;0003;029
00:21:04;0003;0000;0000;0000;0000;0000;0000;0000;029
00:21:07;0003;0000;0000;0000;0000;0000;0000;0000;029
00:21:10;0003;0000;0000;0000;0000;0000;0000;0000;030
00:21:13;0003;0000;0000;0000;0000;0000;0000;0003;029
00:21:16;0003;0000;0000;0000;0000;0000;0000;0000;029
00:21:19;0003;0000;0000;0000;0000;0000;0000;0003;028
00:21:22;0003;0000;0000;0000;0000;0000;0003;0000;030
00:21:25;0003;0000;0000;0000;0000;0000;0000;0000;029
00:21:28;0003;0000;0000;0000;0000;0000;0000;0000;030
00:21:31;0003;0000;0000;0000;0000;0000;0000;0000;029
00:21:34;0003;0000;0000;0000;0000;0000;0000;0000;028
00:21:37;0003;0000;0000;0000;0000;0000;0000;0003;029
00:21:40;0003;0000;0000;0000;0000;0000;0000;0003;029
00:21:43;0003;0000;0000;0000;0000;0000;0000;0000;030
00:21:46;0003;0000;0000;0000;0000;0000;0000;0000;029
00:21:49;0003;0000;0000;0000;0000;0000;0000;0003;030
00:21:52;0003;0000;0000;0000;0000;0000;0000;0000;028
00:21:55;0003;0000;0000;0000;0000;0000;0000;0003;030
00:21:58;0003;0000;0000;0000;0000;0000;0000;0003;029
00:22:01;0003;0000;0000;0000;0000;0000;0000;0000;029
00:22:04;0003;0000;0000;0000;0000;0000;0000;0003;028
00:22:07;0003;0000;0000;0000;0000;0000;0000;0003;030
00:22:10;0003;0000;0000;0000;0000;0000;0000;0000;029
