Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
18:22:47;0003;0000;0000;0000;0000;0000;0000;0000;044
18:22:50;0003;0000;0000;0000;0000;0000;0000;0000;044
18:22:53;0003;0000;0000;0000;0000;0000;0000;0000;043
18:22:56;0003;0000;0000;0000;0000;0000;0000;0000;043
18:22:59;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:02;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:05;0003;0000;0000;0000;0000;0000;0000;0000;042
18:23:08;0003;0000;0000;0000;0000;0000;0000;0000;042
18:23:11;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:14;0003;0000;0000;0000;0000;0000;0000;0000;043
18:23:17;0003;0000;0000;0000;0000;0000;0000;0000;043
18:23:20;0003;0000;0000;0000;0000;0000;0000;0000;043
18:23:23;0003;0000;0000;0000;0000;0000;0000;0000;043
18:23:26;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:29;0003;0000;0000;0000;0000;0000;0000;0000;045
18:23:32;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:35;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:38;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:41;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:44;0003;0000;0000;0000;0000;0000;0000;0000;043
18:23:47;0003;0000;0000;0000;0000;0000;0000;0000;043
18:23:50;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:53;0003;0000;0000;0000;0000;0000;0000;0000;043
18:23:56;0003;0000;0000;0000;0000;0000;0000;0000;044
18:23:59;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:02;0003;0000;0000;0000;0000;0000;0000;0000;042
18:24:05;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:08;0003;0000;0000;0000;0000;0000;0000;0000;044
18:24:11;0003;0000;0000;0000;0000;0000;0000;0000;044
18:24:14;0003;0000;0000;0000;0000;0000;0000;0000;044
18:24:17;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:20;0003;0000;0000;0000;0000;0000;0000;0000;044
18:24:23;0003;0000;0000;0000;0000;0000;0000;0000;045
18:24:26;0003;0000;0000;0000;0000;0000;0000;0000;044
18:24:29;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:32;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:35;0003;0000;0000;0000;0000;0000;0000;0000;044
18:24:38;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:41;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:44;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:47;0003;0000;0000;0000;0000;0000;0000;0000;044
18:24:50;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:53;0003;0000;0000;0000;0000;0000;0000;0000;043
18:24:56;0003;0000;0000;0000;0000;0000;0000;0000;042
18:24:59;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:02;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:05;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:08;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:11;0003;0000;0000;0000;0000;0000;0000;0000;043
18:25:14;0003;0000;0000;0000;0000;0000;0000;0000;042
18:25:17;0003;0000;0000;0000;0000;0000;0000;0000;043
18:25:20;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:23;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:26;0003;0000;0000;0000;0000;0000;0000;0000;043
18:25:29;0003;0000;0000;0000;0000;0000;0000;0000;042
18:25:32;0003;0000;0000;0000;0000;0000;0000;0000;043
18:25:35;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:38;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:41;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:44;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:47;0003;0000;0000;0000;0000;0000;0000;0000;043
18:25:50;0003;0000;0000;0000;0000;0000;0000;0000;044
18:25:53;0003;0000;0000;0000;0000;0000;0000;0000;043
18:25:56;0003;0000;0000;0000;0000;0000;0000;0000;043
18:25:59;0003;0000;0000;0000;0000;0000;0000;0000;044
18:26:02;0003;0000;0000;0000;0000;0000;0000;0000;044
18:26:05;0003;0000;0000;0000;0000;0000;0000;0000;042
18:26:08;0003;0000;0000;0000;0000;0000;0000;0000;044
18:26:11;0003;0000;0000;0000;0000;0000;0000;0000;044
18:26:14;0003;0000;0000;0000;0000;0000;0000;0000;043
18:26:17;0003;0000;0000;0000;0000;0000;0000;0000;042
18:26:20;0003;0000;0000;0000;0000;0000;0000;0000;043
18:26:23;0003;0000;0000;0000;0000;0000;0000;0000;043
18:26:26;0003;0000;0000;0000;0000;0000;0000;0000;043
18:26:29;0003;0000;0000;0000;0000;0000;0000;0000;044
18:26:32;0003;0000;0000;0000;0000;0000;0000;0000;043
18:26:35;0003;0000;0000;0000;0000;0000;0000;0000;045
18:26:38;0003;0000;0000;0000;0000;0000;0000;0000;042
18:26:41;0003;0000;0000;0000;0000;0000;0000;0000;043
18:26:44;0003;0000;0000;0000;0000;0000;0000;0000;043
18:26:47;0003;0000;0000;0000;0000;0000;0000;0000;043
18:26:50;0003;0000;0000;0000;0000;0000;0000;0000;043
18:26:53;0003;0000;0000;0000;0000;0000;0000;0000;043
