Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:01:37;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:40;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:43;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:46;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:49;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:52;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:55;0003;0000;0000;0000;0000;0000;0000;0000;045
00:01:58;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:01;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:04;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:07;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:10;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:13;0003;0000;0000;0000;0000;0000;0000;0000;043
