Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:16:40;0003;0003;0000;0000;0000;0000;0000;0000;031
00:16:43;0003;0003;0000;0000;0000;0000;0000;0000;029
00:16:46;0003;0003;0000;0000;0000;0000;0000;0003;029
00:16:49;0003;0003;0000;0000;0000;0000;0000;0000;029
00:16:52;0003;0003;0000;0000;0000;0000;0000;0000;029
00:16:55;0003;0003;0000;0000;0000;0000;0000;0000;029
00:16:58;0003;0003;0000;0000;0000;0000;0000;0003;029
00:17:01;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:04;0003;0003;0000;0000;0000;0000;0000;0000;029
00:17:07;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:10;0003;0003;0000;0000;0000;0000;0000;0000;029
00:17:13;0003;0003;0000;0000;0000;0000;0000;0000;028
00:17:16;0003;0003;0000;0000;0000;0000;0000;0003;029
00:17:19;0003;0003;0000;0000;0000;0000;0000;0000;029
00:17:22;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:25;0003;0000;0000;0000;0000;0000;0000;0000;030
00:17:28;0003;0000;0000;0000;0000;0000;0000;0000;030
00:17:31;0003;0003;0000;0000;0000;0000;0000;0000;029
00:17:34;0003;0003;0000;0000;0000;0000;0000;0000;029
00:17:37;0003;0003;0000;0000;0000;0000;0000;0000;029
00:17:40;0003;0003;0000;0000;0000;0000;0000;0000;029
00:17:43;0003;0000;0000;0000;0000;0000;0000;0003;029
00:17:46;0003;0003;0000;0000;0000;0000;0000;0000;028
00:17:49;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:52;0003;0003;0000;0000;0000;0000;0000;0003;029
00:17:55;0003;0000;0000;0000;0000;0000;0000;0000;029
00:17:58;0003;0003;0000;0000;0000;0000;0000;0000;029
00:18:01;0003;0000;0000;0000;0000;0000;0000;0000;028
00:18:04;0003;0000;0000;0000;0000;0000;0000;0000;029
00:18:07;0003;0003;0000;0000;0000;0000;0000;0000;029
00:18:10;0003;0003;0000;0003;0000;0000;0000;0000;029
00:18:13;0003;0000;0000;0000;0000;0000;0000;0000;028
00:18:16;0003;0003;0000;0000;0000;0000;0000;0000;029
00:18:19;0003;0000;0000;0000;0000;0000;0000;0000;029
00:18:22;0003;0003;0000;0000;0000;0000;0000;0000;029
00:18:25;0003;0003;0000;0000;0000;0000;0000;0000;029
00:18:28;0003;0003;0000;0000;0000;0000;0000;0003;028
