Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:33:55;0003;0000;0000;0000;0000;0000;0000;0000;030
00:33:58;0003;0000;0000;0000;0000;0000;0000;0000;030
00:34:01;0003;0000;0000;0000;0000;0000;0000;0000;028
00:34:04;0003;0000;0000;0000;0000;0000;0000;0000;030
00:34:07;0003;0000;0000;0000;0000;0000;0000;0000;030
00:34:10;0003;0000;0000;0000;0000;0000;0000;0000;029
00:34:13;0003;0000;0000;0000;0000;0000;0000;0000;029
00:34:16;0003;0000;0000;0000;0000;0000;0000;0000;029
00:34:19;0003;0000;0000;0000;0000;0000;0000;0000;029
00:34:22;0003;0000;0000;0000;0000;0000;0000;0000;028
00:34:25;0003;0000;0000;0000;0000;0000;0000;0000;029
00:34:28;0003;0000;0000;0000;0000;0000;0000;0000;029
00:34:31;0003;0000;0000;0000;0000;0000;0000;0000;029
00:34:34;0003;0000;0000;0000;0000;0000;0000;0000;030
00:34:37;0003;0000;0000;0000;0000;0000;0000;0000;029
00:34:50;0003;0000;0000;0000;0000;0000;0000;0000;030
00:34:53;0003;0000;0000;0000;0000;0000;0000;0000;029
00:34:56;0003;0000;0000;0000;0000;0000;0000;0000;030
00:34:59;0003;0000;0000;0000;0000;0000;0000;0000;030
00:35:02;0003;0000;0000;0000;0000;0000;0000;0000;029
00:35:05;0003;0000;0000;0000;0000;0000;0000;0000;030
00:35:08;0003;0000;0000;0000;0000;0000;0000;0000;030
00:35:11;0003;0000;0000;0000;0000;0000;0000;0000;030
00:35:14;0003;0000;0000;0000;0000;0000;0000;0000;029
00:35:17;0003;0000;0000;0000;0000;0000;0000;0000;030
00:35:20;0003;0000;0000;0000;0000;0000;0000;0000;029
00:35:23;0003;0000;0000;0000;0000;0000;0000;0000;030
00:35:34;0003;0000;0000;0000;0000;0000;0000;0000;030
00:35:37;0003;0000;0000;0000;0000;0000;0000;0000;030
00:35:40;0003;0000;0000;0000;0000;0000;0000;0000;028
