Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:02:17;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:20;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:23;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:26;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:29;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:32;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:35;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:39;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:48;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:58;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:01;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:04;0003;0000;0000;0000;0000;0000;0000;0000;045
00:03:07;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:10;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:17;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:28;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:34;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:37;0003;0000;0000;0000;0000;0000;0000;0000;045
00:03:40;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:43;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:46;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:49;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:52;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:55;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:02;0003;0000;0000;0000;0000;0000;0000;0000;042
00:04:06;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:09;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:12;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:15;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:18;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:21;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:22;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:30;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:34;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:37;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:40;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:44;0003;0000;0000;0000;0000;0000;0000;0000;045
00:04:49;0003;0000;0000;0000;0000;0000;0000;0000;044
00:08:22;0003;0000;0000;0000;0003;0003;0003;0003;043
00:10:39;0003;0003;0000;0000;0003;0003;0003;0003;043
00:10:42;0003;0003;0000;0000;0003;0003;0003;0003;043
00:10:45;0003;0003;0000;0000;0003;0003;0003;0003;044
00:10:49;0003;0003;0000;0000;0003;0003;0003;0003;043
00:10:52;0003;0003;0000;0000;0003;0003;0003;0003;044
00:10:55;0003;0003;0000;0003;0003;0003;0003;0003;043
00:10:58;0003;0003;0000;0000;0003;0003;0003;0003;044
00:11:02;0003;0003;0000;0000;0003;0003;0003;0003;046
00:11:05;0003;0003;0000;0000;0003;0003;0003;0003;043
00:11:08;0003;0003;0000;0000;0003;0003;0003;0003;043
00:11:11;0003;0003;0000;0000;0003;0003;0003;0003;043
00:11:15;0003;0000;0000;0000;0003;0003;0003;0003;043
00:11:18;0003;0000;0000;0000;0003;0003;0003;0003;045
00:11:21;0003;0003;0000;0000;0003;0003;0003;0003;043
00:11:24;0003;0000;0000;0000;0003;0003;0003;0003;044
00:11:27;0003;0003;0000;0000;0003;0003;0003;0003;044
00:11:30;0003;0003;0000;0000;0003;0003;0003;0003;043
00:11:33;0003;0000;0000;0000;0000;0003;0003;0003;043
00:11:36;0003;0000;0000;0000;0000;0003;0003;0003;043
00:11:39;0003;0000;0000;0000;0000;0003;0003;0003;045
00:11:42;0003;0000;0000;0000;0000;0003;0003;0003;043
00:11:45;0003;0000;0000;0000;0000;0003;0003;0003;043
00:11:48;0003;0000;0000;0000;0000;0000;0000;0003;043
00:11:51;0003;0000;0000;0000;0000;0000;0003;0003;043
00:11:54;0003;0000;0000;0000;0000;0000;0003;0003;042
00:11:57;0003;0000;0000;0000;0000;0000;0003;0003;044
00:12:00;0003;0000;0000;0000;0000;0000;0000;0003;044
00:12:03;0003;0000;0000;0000;0000;0000;0000;0003;044
00:12:07;0003;0000;0000;0000;0000;0000;0003;0003;043
00:12:10;0003;0000;0000;0000;0000;0000;0003;0003;042
00:12:13;0003;0000;0000;0000;0000;0000;0000;0003;043
00:12:16;0003;0000;0000;0000;0000;0000;0003;0000;044
00:12:19;0003;0000;0000;0000;0000;0000;0000;0003;045
00:12:22;0003;0000;0000;0000;0000;0000;0003;0000;043
00:12:27;0003;0000;0000;0000;0000;0000;0003;0003;043
00:12:30;0003;0000;0000;0000;0000;0000;0000;0003;043
00:12:33;0003;0000;0000;0000;0000;0000;0003;0003;045
00:12:36;0003;0000;0000;0000;0000;0000;0000;0003;043
00:12:39;0003;0000;0000;0000;0000;0000;0000;0000;042
00:12:42;0003;0000;0000;0000;0000;0000;0000;0003;045
00:12:45;0003;0000;0000;0000;0000;0000;0000;0003;043
00:12:48;0003;0000;0000;0000;0000;0000;0000;0003;043
00:12:51;0003;0000;0000;0000;0000;0000;0000;0003;043
00:12:54;0003;0000;0000;0000;0000;0000;0000;0003;043
00:12:57;0003;0000;0000;0000;0000;0000;0000;0003;044
00:13:00;0003;0000;0000;0000;0000;0000;0000;0003;043
00:13:03;0003;0000;0000;0000;0000;0000;0000;0003;044
00:13:06;0003;0000;0000;0000;0000;0000;0000;0000;043
00:13:09;0003;0000;0000;0000;0000;0000;0000;0003;043
00:13:12;0003;0000;0000;0000;0000;0000;0000;0003;042
00:13:15;0003;0000;0000;0000;0000;0000;0000;0003;044
00:13:18;0003;0000;0000;0000;0000;0000;0000;0000;043
00:13:22;0003;0000;0000;0000;0000;0000;0000;0003;046
00:13:26;0003;0000;0000;0000;0000;0000;0000;0003;043
00:13:30;0003;0000;0000;0000;0000;0000;0000;0003;043
00:13:34;0003;0000;0000;0000;0000;0000;0000;0003;044
00:13:37;0003;0000;0000;0000;0000;0000;0000;0003;044
00:13:40;0003;0000;0000;0000;0000;0000;0000;0003;043
00:13:43;0003;0000;0000;0000;0000;0000;0000;0000;043
00:13:46;0003;0000;0000;0000;0000;0000;0000;0003;043
00:13:49;0003;0000;0000;0000;0000;0000;0000;0003;044
00:13:53;0003;0000;0000;0000;0000;0000;0003;0003;043
00:13:56;0003;0000;0000;0000;0000;0000;0000;0003;043
00:13:59;0003;0000;0000;0000;0000;0000;0000;0000;045
00:14:02;0003;0000;0000;0000;0000;0000;0000;0003;043
00:14:05;0003;0000;0000;0000;0000;0000;0000;0000;042
00:14:08;0003;0000;0000;0000;0000;0000;0000;0000;043
00:14:11;0003;0000;0000;0000;0000;0000;0000;0000;043
00:14:14;0003;0000;0000;0000;0000;0000;0000;0000;043
00:14:17;0003;0000;0000;0000;0000;0000;0000;0000;043
