Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:07:31;0003;0000;0000;0000;0000;0000;0000;0000;044
00:07:34;0003;0000;0000;0000;0000;0000;0000;0000;028
00:07:37;0003;0000;0000;0000;0000;0000;0000;0000;028
00:07:40;0003;0000;0000;0000;0000;0000;0000;0000;029
00:07:43;0003;0000;0000;0000;0000;0000;0000;0000;029
00:07:46;0003;0000;0000;0000;0000;0000;0000;0000;028
00:07:49;0003;0000;0000;0000;0000;0000;0000;0000;028
00:07:52;0003;0000;0000;0000;0000;0000;0000;0000;029
00:07:55;0003;0000;0000;0000;0000;0000;0000;0000;028
00:07:58;0003;0000;0000;0000;0000;0000;0000;0000;027
00:08:01;0003;0000;0000;0000;0000;0000;0000;0000;028
00:08:04;0003;0000;0000;0000;0000;0000;0000;0000;028
00:08:07;0003;0000;0000;0000;0000;0000;0000;0000;028
00:08:10;0003;0000;0000;0000;0000;0000;0000;0000;027
00:08:13;0003;0000;0000;0000;0000;0000;0000;0000;028
00:08:16;0003;0000;0000;0000;0000;0000;0000;0000;029
00:08:19;0003;0000;0000;0000;0000;0000;0000;0000;027
00:08:22;0003;0000;0000;0000;0000;0000;0000;0000;029
00:08:25;0003;0000;0000;0000;0000;0000;0000;0000;028
00:08:28;0003;0000;0000;0000;0000;0000;0000;0000;028
00:08:31;0003;0000;0000;0000;0000;0000;0000;0000;028
00:08:34;0003;0000;0000;0000;0000;0000;0000;0000;029
00:08:37;0003;0000;0000;0000;0000;0000;0000;0000;028
00:08:40;0003;0000;0000;0000;0000;0000;0000;0000;030
00:08:43;0003;0000;0000;0000;0000;0000;0000;0000;029
00:08:46;0003;0000;0000;0000;0000;0000;0000;0000;028
00:08:49;0003;0000;0000;0000;0000;0000;0000;0000;029
00:08:52;0003;0000;0000;0000;0000;0000;0000;0000;029
