Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:04:11;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:14;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:17;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:20;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:23;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:26;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:29;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:32;0003;0000;0000;0000;0000;0000;0000;0000;046
00:04:35;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:38;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:41;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:44;0003;0000;0000;0000;0000;0000;0000;0000;042
00:04:47;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:50;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:53;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:56;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:59;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:02;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:05;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:08;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:11;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:18;0003;0000;0000;0000;0000;0000;0000;0000;045
00:05:21;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:24;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:27;0003;0000;0000;0000;0000;0000;0000;0000;042
00:05:30;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:33;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:36;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:39;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:42;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:45;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:48;0003;0000;0000;0000;0000;0000;0000;0000;044
