Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
23:59:56;0000;0000;0000;0000;0000;0000;0000;0000;043
23:59:59;0000;0000;0000;0000;0000;0000;0000;0000;044
00:00:02;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:05;0003;0000;0000;0000;0000;0000;0000;0000;044
00:00:08;0003;0000;0000;0000;0000;0000;0000;0000;042
00:00:11;0000;0000;0000;0000;0000;0000;0000;0000;044
00:00:14;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:17;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:20;0003;0000;0000;0000;0000;0000;0000;0000;044
00:00:23;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:26;0003;0000;0000;0000;0000;0000;0000;0000;044
00:00:29;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:32;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:35;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:38;0003;0000;0000;0000;0000;0000;0000;0000;046
00:00:41;0003;0000;0000;0000;0000;0000;0000;0000;045
00:00:44;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:47;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:50;0003;0000;0000;0000;0000;0000;0000;0000;044
00:00:53;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:56;0003;0000;0000;0000;0000;0000;0000;0000;043
00:00:59;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:02;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:05;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:08;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:11;0003;0000;0000;0000;0000;0000;0000;0000;046
00:01:14;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:17;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:20;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:23;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:26;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:29;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:32;0003;0000;0000;0000;0000;0000;0000;0000;045
00:01:35;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:38;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:41;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:44;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:47;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:50;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:53;0003;0000;0000;0000;0000;0000;0000;0000;044
00:01:56;0003;0000;0000;0000;0000;0000;0000;0000;043
00:01:59;0003;0000;0000;0000;0000;0000;0000;0000;042
00:02:02;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:05;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:08;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:11;0003;0000;0000;0000;0000;0000;0000;0000;042
00:02:14;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:17;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:20;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:23;0003;0000;0000;0000;0000;0000;0000;0000;045
00:02:26;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:29;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:32;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:35;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:38;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:41;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:44;0003;0000;0000;0000;0000;0000;0000;0000;044
00:02:47;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:50;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:53;0003;0000;0000;0000;0000;0000;0000;0000;043
00:02:56;0003;0000;0000;0000;0000;0000;0000;0000;042
00:02:59;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:02;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:05;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:08;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:11;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:14;0003;0000;0000;0000;0000;0000;0000;0000;045
00:03:17;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:20;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:23;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:26;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:29;0003;0000;0000;0000;0000;0000;0000;0000;048
00:03:32;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:35;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:38;0003;0000;0000;0000;0000;0000;0000;0000;045
00:03:41;0003;0000;0000;0000;0000;0000;0000;0000;045
00:03:44;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:47;0003;0000;0000;0000;0000;0000;0000;0000;043
00:03:50;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:53;0003;0000;0000;0000;0000;0000;0000;0000;046
00:03:56;0003;0000;0000;0000;0000;0000;0000;0000;044
00:03:59;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:02;0003;0000;0000;0000;0000;0000;0000;0000;045
00:04:05;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:08;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:11;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:14;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:17;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:20;0003;0000;0000;0000;0000;0000;0000;0000;045
00:04:23;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:26;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:29;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:32;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:35;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:38;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:41;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:44;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:47;0003;0000;0000;0000;0000;0000;0000;0000;043
00:04:50;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:53;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:56;0003;0000;0000;0000;0000;0000;0000;0000;044
00:04:59;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:02;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:05;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:08;0003;0000;0000;0000;0000;0000;0000;0000;045
00:05:11;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:14;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:17;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:20;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:23;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:26;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:29;0003;0000;0000;0000;0000;0000;0000;0000;042
00:05:32;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:35;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:38;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:41;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:44;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:47;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:50;0003;0000;0000;0000;0000;0000;0000;0000;043
00:05:53;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:56;0003;0000;0000;0000;0000;0000;0000;0000;044
00:05:59;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:02;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:05;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:08;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:11;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:14;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:17;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:20;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:23;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:26;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:29;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:32;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:35;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:38;0003;0000;0000;0000;0000;0000;0000;0000;046
00:06:41;0003;0000;0000;0000;0000;0000;0000;0000;042
00:06:44;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:47;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:50;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:53;0003;0000;0000;0000;0000;0000;0000;0000;043
00:06:56;0003;0000;0000;0000;0000;0000;0000;0000;044
00:06:59;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:02;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:05;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:08;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:11;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:14;0003;0000;0000;0000;0000;0000;0000;0000;044
00:07:17;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:20;0003;0000;0000;0000;0000;0000;0000;0000;045
00:07:23;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:26;0003;0000;0000;0000;0000;0000;0000;0000;044
00:07:29;0003;0000;0000;0000;0000;0000;0000;0000;044
00:07:32;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:35;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:38;0003;0000;0000;0000;0000;0000;0000;0000;044
00:07:41;0003;0000;0000;0000;0000;0000;0000;0000;044
00:07:44;0003;0000;0000;0000;0000;0000;0000;0000;043
00:07:47;0003;0000;0000;0000;0000;0000;0000;0000;045
00:07:50;0003;0000;0000;0000;0000;0000;0000;0000;044
00:07:53;0003;0000;0000;0000;0000;0000;0000;0000;0
