Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:10:37;0003;0000;0000;0000;0000;0000;0000;0000;012
00:10:40;0003;0000;0000;0000;0000;0000;0000;0000;043
00:10:43;0003;0000;0000;0000;0000;0000;0000;0000;027
00:10:46;0003;0000;0000;0000;0000;0000;0000;0000;028
00:10:49;0003;0000;0000;0000;0000;0000;0000;0000;029
00:10:52;0003;0000;0000;0000;0000;0000;0000;0000;028
00:10:55;0003;0000;0000;0000;0000;0000;0000;0000;028
00:10:58;0003;0000;0000;0000;0000;0000;0000;0000;027
00:11:01;0003;0000;0000;0000;0000;0000;0000;0000;028
00:11:04;0003;0000;0000;0000;0000;0000;0000;0000;027
00:11:07;0003;0000;0000;0000;0000;0000;0000;0000;028
00:11:10;0003;0000;0000;0000;0000;0000;0000;0000;027
00:11:13;0003;0000;0000;0000;0000;0000;0000;0000;027
00:11:16;0003;0000;0000;0000;0000;0000;0000;0000;028
00:11:19;0003;0000;0000;0000;0000;0000;0000;0000;027
00:11:22;0003;0000;0000;0000;0000;0000;0000;0000;027
