Heure;Voie 1;Voie 2;Voie 3;Voie 4;Voie 5;Voie 6;Voie 7;Voie 8;RSSI
00:17:10;0003;0003;0003;0003;0003;0003;0003;0003;030
00:17:13;0003;0003;0003;0003;0003;0003;0003;0003;029
00:17:16;0003;0003;0003;0003;0003;0003;0003;0003;030
00:17:19;0003;0003;0003;0003;0003;0003;0003;0003;028
00:17:22;0003;0003;0003;0003;0003;0003;0003;0003;030
00:17:25;0003;0003;0003;0003;0003;0003;0003;0003;030
00:17:28;0003;0003;0003;0003;0000;0003;0003;0003;029
00:17:31;0003;0003;0003;0003;0003;0003;0003;0003;029
00:17:34;0003;0003;0003;0003;0003;0003;0003;0003;029
00:17:37;0003;0003;0003;0003;0003;0003;0003;0003;030
00:17:40;0003;0003;0003;0003;0003;0003;0003;0003;028
00:17:43;0003;0003;0003;0003;0003;0003;0003;0003;029
00:17:46;0003;0003;0003;0003;0003;0003;0003;0003;030
00:17:49;0003;0003;0003;0003;0003;0003;0003;0003;030
00:17:52;0003;0003;0003;0003;0003;0003;0003;0003;030
00:17:55;0003;0003;0003;0003;0003;0003;0003;0003;029
00:17:58;0003;0003;0003;0003;0003;0003;0003;0003;030
00:18:01;0003;0003;0003;0003;0003;0003;0003;0003;030
00:18:04;0003;0003;0003;0003;0003;0003;0003;0003;029
00:18:07;0003;0003;0003;0003;0003;0003;0003;0003;029
00:18:10;0003;0003;0003;0003;0003;0003;0003;0003;028
00:18:13;0003;0003;0003;0003;0003;0003;0003;0003;028
00:18:16;0003;0003;0003;0003;0003;0003;0003;0003;030
00:18:19;0003;0003;0003;0003;0003;0003;0003;0003;029
00:18:22;0003;0003;0003;0003;0003;0003;0003;0003;030
00:18:25;0003;0003;0003;0003;0003;0003;0003;0003;030
00:18:28;0003;0003;0003;0003;0003;0003;0003;0003;029
00:18:31;0003;0003;0003;0003;0003;0003;0003;0003;030
00:18:34;0003;0003;0003;0003;0003;0003;0003;0003;029
00:18:37;0003;0003;0003;0003;0003;0003;0003;0003;030
00:18:40;0003;0003;0003;0003;0003;0003;0003;0003;029
00:18:43;0003;0003;0003;0003;0003;0003;0003;0003;029
00:18:46;0003;0003;0003;0003;0003;0003;0003;0003;028
00:18:49;0003;0003;0003;0003;0000;0003;0003;0003;029
00:18:52;0003;0003;0003;0003;0003;0003;0003;0003;029
00:18:55;0003;0003;0003;0003;0003;0003;0003;0003;028
00:18:58;0003;0003;0003;0003;0003;0003;0003;0003;032
00:19:01;0003;0003;0003;0003;0003;0003;0003;0003;030
00:19:04;0003;0003;0003;0003;0003;0003;0003;0003;028
00:19:07;0003;0003;0003;0003;0003;0003;0003;0003;029
00:19:10;0003;0003;0003;0003;0003;0003;0003;0003;030
00:19:13;0003;0003;0003;0003;0003;0003;0003;0003;029
00:19:16;0003;0003;0003;0003;0003;0003;0003;0003;030
00:19:19;0003;0003;0003;0003;0003;0003;0003;0003;029
